ID,SystemCodeNumber,LotID,DateTime,Capacity,Occupancy,OccupancyRate,QueueLength,VehicleType,TrafficConditionNearby,IsSpecialDay,Hour,Model1_Price,Model2_Price,Model3_Price,Routing_Suggestion,TrafficLevel_Encoded,VehicleWeight,IsPeakHour,RealtimePrice_Demand,RealtimePrice_Competitive
0,BHMBCCMKT01,0,2016-10-04 07:59:00,577,61,10.571923743500866,1,car,low,0,7,10.211438474870018,10.780387410736925,10.780387410736925,,1,1.0,0,10.78,10.78
5248,BHMNCPHST01,4,2016-10-04 07:59:00,1200,237,19.75,2,bike,low,0,7,10.395,11.18130012146575,11.617030857624185,,1,0.7,0,11.18,11.18
3936,BHMMBMMBX01,3,2016-10-04 07:59:00,687,264,38.42794759825328,2,car,low,0,7,10.768558951965066,12.012946343597497,12.012946343597497,,1,1.0,0,12.01,12.01
6560,BHMNCPNST01,5,2016-10-04 07:59:00,485,249,51.340206185567006,2,car,low,0,7,11.02680412371134,12.488353534789631,12.488353534789631,,1,1.0,0,12.49,12.49
17056,Shopping,13,2016-10-04 07:59:00,1920,614,31.979166666666664,2,cycle,low,0,7,10.639583333333333,11.578201676183506,11.578201676183506,,1,0.5,0,11.58,11.58
2624,BHMEURBRD01,2,2016-10-04 07:59:00,470,117,24.8936170212766,2,car,low,0,7,10.497872340425532,11.49786391236885,11.49786391236885,,1,1.0,0,11.5,11.5
7872,Broad Street,6,2016-10-04 07:59:00,690,178,25.79710144927536,2,car,low,0,7,10.515942028985506,11.532706673154834,11.532706673154834,,1,1.0,0,11.53,11.53
14432,Others-CCCPS8,11,2016-10-04 07:59:00,1322,445,33.66111951588503,3,bike,average,0,7,10.6732223903177,12.427530631004675,12.427530631004675,,2,0.7,0,12.43,12.43
9184,Others-CCCPS105a,7,2016-10-04 07:59:00,2009,709,35.29118964659034,2,car,low,0,7,10.705823792931806,11.894963848865023,11.894963848865023,,1,1.0,0,11.89,11.89
10496,Others-CCCPS119a,8,2016-10-04 07:59:00,2803,195,6.956831965750982,1,car,low,0,7,10.13913663931502,10.636922406018805,11.224692006625524,,1,1.0,0,10.64,10.64
1312,BHMBCCTHL01,1,2016-10-04 07:59:00,387,120,31.00775193798449,2,car,low,0,7,10.62015503875969,11.732440030527142,11.732440030527142,,1,1.0,0,11.73,11.73
11808,Others-CCCPS135a,9,2016-10-04 07:59:00,3883,1081,27.839299510687614,2,car,low,0,7,10.556785990213752,11.61123978716294,11.61123978716294,,1,1.0,0,11.61,11.61
13120,Others-CCCPS202,10,2016-10-04 07:59:00,2937,547,18.62444671433436,2,bike,low,0,7,10.372488934286688,11.13722349963222,11.597000662296134,,1,0.7,0,11.14,11.14
15744,Others-CCCPS98,12,2016-10-04 07:59:00,3103,588,18.94940380277151,2,car,average,0,7,10.37898807605543,11.844223919821252,11.844223919821252,,2,1.0,0,11.84,11.84
14433,Others-CCCPS8,11,2016-10-04 08:25:00,1322,478,36.157337367624805,2,truck,low,0,8,11.396369137670195,12.83743702216206,12.83743702216206,,1,1.5,1,12.84,12.64
6561,BHMNCPNST01,5,2016-10-04 08:25:00,485,267,55.05154639175258,2,truck,low,0,8,12.127835051546391,13.474877603908288,13.474877603908288,,1,1.5,1,13.47,12.98
9185,Others-CCCPS105a,7,2016-10-04 08:25:00,2009,780,38.8252862120458,3,car,average,0,8,11.482329517172722,13.402280180741082,13.402280180741082,,2,1.0,1,13.4,12.64
13121,Others-CCCPS202,10,2016-10-04 08:25:00,2937,665,22.642151855635,2,car,low,0,8,10.825331971399388,12.16998632175236,12.16998632175236,,1,1.0,1,12.17,11.66
11809,Others-CCCPS135a,9,2016-10-04 08:25:00,3883,1467,37.78006695853721,3,bike,low,0,8,11.312387329384496,12.753960412623274,12.753960412623274,,1,0.7,1,12.75,12.18
1313,BHMBCCTHL01,1,2016-10-04 08:25:00,387,129,33.33333333333333,2,car,average,0,8,11.286821705426355,13.085109795267249,13.085109795267249,,2,1.0,1,13.09,12.41
3937,BHMMBMMBX01,3,2016-10-04 08:25:00,687,302,43.95924308588064,1,car,low,0,8,11.64774381368268,12.795453247495104,12.795453247495104,,1,1.0,1,12.8,12.4
2625,BHMEURBRD01,2,2016-10-04 08:25:00,470,174,37.02127659574468,1,bike,low,0,8,11.238297872340423,12.44060327459573,12.44060327459573,,1,0.7,1,12.44,11.97
15745,Others-CCCPS98,12,2016-10-04 08:25:00,3103,678,21.84982275217532,3,bike,average,0,8,10.815984531098936,12.721107809779742,12.721107809779742,,2,0.7,1,12.72,12.28
7873,Broad Street,6,2016-10-04 08:25:00,690,269,38.98550724637681,2,car,low,0,8,11.295652173913044,12.761201635806492,12.761201635806492,,1,1.0,1,12.76,12.14
10497,Others-CCCPS119a,8,2016-10-04 08:25:00,2803,238,8.49090260435248,2,car,average,0,8,10.308954691402068,12.201402105045672,12.201402105045672,,2,1.0,1,12.2,11.42
17057,Shopping,13,2016-10-04 08:25:00,1920,761,39.63541666666666,2,car,low,0,8,11.432291666666666,12.784075363718715,12.784075363718715,,1,1.0,1,12.78,12.18
5249,BHMNCPHST01,4,2016-10-04 08:25:00,1200,315,26.25,2,bike,low,0,8,10.92,12.192492711686132,12.192492711686132,,1,0.7,1,12.19,11.68
1,BHMBCCMKT01,0,2016-10-04 08:25:00,577,64,11.091854419410744,1,car,low,0,8,10.433275563258231,11.582533283303857,11.582533283303857,,1,1.0,1,11.58,11.18
14434,Others-CCCPS8,11,2016-10-04 08:59:00,1322,518,39.183055975794254,3,car,average,0,8,12.180030257186084,13.41399369273153,13.41399369273153,,2,1.0,1,13.41,12.89
1314,BHMBCCTHL01,1,2016-10-04 08:59:00,387,155,40.05167958656331,2,car,low,0,8,12.087855297157622,12.79869871409752,12.79869871409752,,1,1.0,1,12.8,12.54
10498,Others-CCCPS119a,8,2016-10-04 08:59:00,2803,323,11.52336782019265,2,car,low,0,8,10.53942204780592,11.752086439443906,11.752086439443906,,1,1.0,1,11.75,11.53
17058,Shopping,13,2016-10-04 08:59:00,1920,958,49.895833333333336,2,car,low,0,8,12.430208333333333,13.13815407752472,13.13815407752472,,1,1.0,1,13.14,12.5
11810,Others-CCCPS135a,9,2016-10-04 08:59:00,3883,2007,51.6868400721092,2,car,low,0,8,12.34612413082668,13.198556891592672,13.198556891592672,,1,1.0,1,13.2,12.52
7874,Broad Street,6,2016-10-04 08:59:00,690,415,60.14492753623188,3,bike,low,0,8,12.49855072463768,13.510276980909287,13.510276980909287,,1,0.7,1,13.51,12.6
6562,BHMNCPNST01,5,2016-10-04 08:59:00,485,278,57.319587628865975,2,car,low,0,8,13.27422680412371,13.385693010592693,13.385693010592693,,1,1.0,1,13.39,13.12
2626,BHMEURBRD01,2,2016-10-04 08:59:00,470,269,57.234042553191486,2,truck,low,0,8,12.382978723404255,13.545369805391196,13.545369805391196,,1,1.5,1,13.55,12.5
3938,BHMMBMMBX01,3,2016-10-04 08:59:00,687,346,50.36390101892285,2,truck,low,0,8,12.655021834061136,13.321211927294623,13.321211927294623,,1,1.5,1,13.32,12.71
2,BHMBCCMKT01,0,2016-10-04 08:59:00,577,80,13.864818024263432,2,car,low,0,8,10.7105719237435,11.841019982700558,11.841019982700558,,1,1.0,1,11.84,11.4
15746,Others-CCCPS98,12,2016-10-04 08:59:00,3103,792,25.523686754753463,3,car,low,0,8,11.326458266194004,12.422538454282163,12.422538454282163,,1,1.0,1,12.42,12.33
5250,BHMNCPHST01,4,2016-10-04 08:59:00,1200,441,36.75,2,car,low,0,8,11.655,12.68213211387385,12.68213211387385,,1,1.0,1,12.68,12.02
13122,Others-CCCPS202,10,2016-10-04 08:59:00,2937,848,28.87299965951652,2,bike,low,0,8,11.40279196458972,12.28917911862758,12.28917911862758,,1,0.7,1,12.29,11.87
9186,Others-CCCPS105a,7,2016-10-04 08:59:00,2009,864,43.00647088103534,2,car,low,0,8,12.342458934793427,12.901884521715871,12.901884521715871,,1,1.0,1,12.9,12.73
2627,BHMEURBRD01,2,2016-10-04 09:32:00,470,351,74.68085106382979,3,cycle,low,0,9,13.87659574468085,13.903832146498074,13.903832146498074,,1,0.5,1,13.9,13.3
1315,BHMBCCTHL01,1,2016-10-04 09:32:00,387,204,52.71317829457365,2,cycle,low,0,9,13.142118863049095,13.063967489427714,13.063967489427714,,1,0.5,1,13.06,12.98
13123,Others-CCCPS202,10,2016-10-04 09:32:00,2937,1036,35.27408920667347,3,car,low,0,9,12.108273748723189,12.771364710413238,12.771364710413238,,1,1.0,1,12.77,12.41
14435,Others-CCCPS8,11,2016-10-04 09:32:00,1322,590,44.62934947049924,3,cycle,low,0,9,13.072617246596067,12.923496917775338,12.923496917775338,,1,0.5,1,12.92,13.06
7875,Broad Street,6,2016-10-04 09:32:00,690,530,76.81159420289855,2,car,low,0,9,14.034782608695652,13.998510775320286,13.998510775320286,,1,1.0,1,14.0,13.42
15747,Others-CCCPS98,12,2016-10-04 09:32:00,3103,932,30.03544956493716,3,car,low,0,9,11.927167257492748,12.585320514628808,12.585320514628808,,1,1.0,1,12.59,12.58
10499,Others-CCCPS119a,8,2016-10-04 09:32:00,2803,420,14.983945772386727,2,bike,low,0,9,10.839100963253657,11.76961700650727,11.76961700650727,,1,0.7,1,11.77,11.91
9187,Others-CCCPS105a,7,2016-10-04 09:32:00,2009,1004,49.97511199601792,3,car,low,0,9,13.341961174713788,13.275102537599189,13.275102537599189,,1,1.0,1,13.28,13.19
3,BHMBCCMKT01,0,2016-10-04 09:32:00,577,107,18.544194107452338,2,car,low,0,9,11.081455805892547,12.017301175717831,12.017301175717831,,1,1.0,1,12.02,11.81
17059,Shopping,13,2016-10-04 09:32:00,1920,1121,58.38541666666666,3,cycle,low,0,9,13.597916666666666,13.387854250465647,13.387854250465647,,1,0.5,1,13.39,13.1
11811,Others-CCCPS135a,9,2016-10-04 09:32:00,3883,2502,64.43471542621684,3,bike,low,0,9,13.634818439351015,13.64751895452201,13.64751895452201,,1,0.7,1,13.65,13.2
3939,BHMMBMMBX01,3,2016-10-04 09:32:00,687,414,60.26200873362445,2,truck,low,0,9,13.860262008733626,13.642044631566684,13.642044631566684,,1,1.5,1,13.64,13.25
5251,BHMNCPHST01,4,2016-10-04 09:32:00,1200,552,46.0,2,bike,low,0,9,12.575,12.90165974062441,12.90165974062441,,1,0.7,1,12.9,12.59
6563,BHMNCPNST01,5,2016-10-04 09:32:00,485,302,62.2680412371134,3,truck,low,0,9,14.519587628865978,13.829869796002336,13.829869796002336,,1,1.5,1,13.83,13.56
5252,BHMNCPHST01,4,2016-10-04 09:59:00,1200,638,53.16666666666666,2,car,low,0,9,13.638333333333332,13.248140017924063,13.248140017924063,,1,1.0,1,13.25,12.94
17060,Shopping,13,2016-10-04 09:59:00,1920,1254,65.3125,3,truck,low,0,9,14.904166666666669,13.92305200044509,13.92305200044509,,1,1.5,1,13.92,13.48
14436,Others-CCCPS8,11,2016-10-04 09:59:00,1322,657,49.69742813918306,3,truck,low,0,9,14.066565809379728,13.430803100025752,13.430803100025752,,1,1.5,1,13.43,13.25
2628,BHMEURBRD01,2,2016-10-04 09:59:00,470,397,84.46808510638299,2,bike,low,0,9,15.56595744680851,14.13660819185045,14.13660819185045,,1,0.7,1,14.14,13.86
15748,Others-CCCPS98,12,2016-10-04 09:59:00,3103,1052,33.90267483080889,3,cycle,low,0,9,12.605220754108926,12.544667633339904,12.544667633339904,,1,0.5,1,12.54,12.52
10500,Others-CCCPS119a,8,2016-10-04 09:59:00,2803,476,16.98180520870496,3,car,low,0,9,11.178737067427754,12.108321455989174,12.108321455989174,,1,1.0,1,12.11,11.88
1316,BHMBCCTHL01,1,2016-10-04 09:59:00,387,236,60.98191214470285,2,car,low,0,9,14.361757105943152,13.505009909498176,13.505009909498176,,1,1.0,1,13.51,13.12
9188,Others-CCCPS105a,7,2016-10-04 09:59:00,2009,1142,56.84420109507218,3,car,low,0,9,14.478845196615232,13.50055749582216,13.50055749582216,,1,1.0,1,13.5,13.23
13124,Others-CCCPS202,10,2016-10-04 09:59:00,2937,1163,39.598229485869936,3,car,low,0,9,12.900238338440587,12.922418292909752,12.922418292909752,,1,1.0,1,12.92,12.66
7876,Broad Street,6,2016-10-04 09:59:00,690,600,86.95652173913044,2,car,low,0,9,15.77391304347826,14.295158864962174,13.580400921714064,0.0,1,1.0,1,14.3,13.94
6564,BHMNCPNST01,5,2016-10-04 09:59:00,485,327,67.42268041237114,3,car,average,0,9,15.8680412371134,14.279938756867857,14.279938756867857,,2,1.0,1,14.28,13.83
4,BHMBCCMKT01,0,2016-10-04 09:59:00,577,150,25.99653379549394,2,bike,low,0,9,11.601386481802423,12.183112321843794,12.183112321843794,,1,0.7,1,12.18,12.01
11812,Others-CCCPS135a,9,2016-10-04 09:59:00,3883,2802,72.16070048931239,3,truck,low,0,9,15.078032449137265,14.127593037540972,14.127593037540972,,1,1.5,1,14.13,13.66
3940,BHMMBMMBX01,3,2016-10-04 09:59:00,687,485,70.59679767103349,3,car,low,0,9,15.272197962154296,13.931683236780138,13.931683236780138,,1,1.0,1,13.93,13.63
14437,Others-CCCPS8,11,2016-10-04 10:26:00,1322,715,54.08472012102874,3,car,low,0,10,15.148260211800302,13.410775920568556,13.410775920568556,,1,1.0,1,13.41,13.25
2629,BHMEURBRD01,2,2016-10-04 10:26:00,470,430,91.48936170212764,3,car,low,0,10,17.395744680851063,14.532506029774977,13.805880728286226,0.0,1,1.0,1,14.53,14.19
15749,Others-CCCPS98,12,2016-10-04 10:26:00,3103,1142,36.8030937802127,4,car,low,0,10,13.34128262971318,12.964089293977318,12.964089293977318,,1,1.0,1,12.96,12.7
7877,Broad Street,6,2016-10-04 10:26:00,690,642,93.04347826086956,4,car,low,0,10,17.63478260869565,14.680982915019683,13.946933769268698,0.0,1,1.0,1,14.68,14.33
5,BHMBCCMKT01,0,2016-10-04 10:26:00,577,177,30.675909878682845,3,car,low,0,10,12.21490467937608,12.608239654667216,12.608239654667216,,1,1.0,1,12.61,12.27
9189,Others-CCCPS105a,7,2016-10-04 10:26:00,2009,1245,61.97112991538079,4,truck,low,0,10,15.718267794922848,13.943029527919249,13.943029527919249,,1,1.5,1,13.94,13.57
10501,Others-CCCPS119a,8,2016-10-04 10:26:00,2803,525,18.72993221548341,4,cycle,low,0,10,11.553335711737422,12.136140582807206,12.136140582807206,,1,0.5,1,12.14,12.01
5253,BHMNCPHST01,4,2016-10-04 10:26:00,1200,686,57.16666666666666,4,car,average,0,10,14.781666666666665,14.098341525737965,14.098341525737965,,2,1.0,1,14.1,13.42
13125,Others-CCCPS202,10,2016-10-04 10:26:00,2937,1257,42.79877425944842,3,car,low,0,10,13.756213823629556,13.032702004656493,13.032702004656493,,1,1.0,1,13.03,12.91
11813,Others-CCCPS135a,9,2016-10-04 10:26:00,3883,3035,78.16121555498327,5,car,low,0,10,16.64125676023693,14.385609834110904,14.385609834110904,,1,1.0,1,14.39,14.06
17061,Shopping,13,2016-10-04 10:26:00,1920,1324,68.95833333333333,4,car,low,0,10,16.283333333333335,14.002912426742707,14.002912426742707,,1,1.0,1,14.0,13.77
3941,BHMMBMMBX01,3,2016-10-04 10:26:00,687,530,77.14701601164484,5,car,average,0,10,16.815138282387192,14.761881219360973,14.761881219360973,,2,1.0,1,14.76,14.11
6565,BHMNCPNST01,5,2016-10-04 10:26:00,485,351,72.37113402061856,3,car,low,0,10,17.315463917525772,13.985279147544794,13.985279147544794,,1,1.0,1,13.99,14.03
1317,BHMBCCTHL01,1,2016-10-04 10:26:00,387,264,68.21705426356588,3,car,low,0,10,15.726098191214469,13.859063761098811,13.859063761098811,,1,1.0,1,13.86,13.48
17062,Shopping,13,2016-10-04 10:59:00,1920,1387,72.23958333333333,5,car,average,0,10,17.728125000000002,14.633280553445358,14.633280553445358,,2,1.0,1,14.63,14.18
5254,BHMNCPHST01,4,2016-10-04 10:59:00,1200,729,60.75000000000001,4,car,average,0,10,15.996666666666664,14.203085307771424,14.203085307771424,,2,1.0,1,14.2,13.85
13126,Others-CCCPS202,10,2016-10-04 10:59:00,2937,1354,46.10146407899217,7,bike,high,0,10,14.6782431052094,14.46721156945439,14.46721156945439,,3,0.7,1,14.47,13.47
15750,Others-CCCPS98,12,2016-10-04 10:59:00,3103,1210,38.99452143087335,5,car,average,0,10,14.121173058330646,13.66523361621872,13.66523361621872,,2,1.0,1,13.67,13.06
11814,Others-CCCPS135a,9,2016-10-04 10:59:00,3883,3169,81.6121555498326,6,car,average,0,10,18.273499871233582,14.97502015923499,14.97502015923499,,2,1.0,1,14.98,14.25
3942,BHMMBMMBX01,3,2016-10-04 10:59:00,687,573,83.4061135371179,4,car,average,0,10,18.48326055312955,14.819836622396291,14.819836622396291,,2,1.0,1,14.82,14.5
7878,Broad Street,6,2016-10-04 10:59:00,690,675,97.82608695652172,4,bike,average,0,10,19.591304347826085,15.10085319647844,14.345810536654517,0.0,2,0.7,1,15.1,14.69
6566,BHMNCPNST01,5,2016-10-04 10:59:00,485,371,76.49484536082474,6,car,high,0,10,18.845360824742265,15.210036696555004,15.210036696555004,,3,1.0,1,15.21,14.49
14438,Others-CCCPS8,11,2016-10-04 10:59:00,1322,791,59.833585476550674,4,car,average,0,10,16.344931921331316,14.176483191795905,14.176483191795905,,2,1.0,1,14.18,13.67
6,BHMBCCMKT01,0,2016-10-04 10:59:00,577,219,37.954939341421145,6,truck,high,0,10,12.974003466204504,14.351747861061476,14.351747861061476,,3,1.5,1,14.35,13.05
1318,BHMBCCTHL01,1,2016-10-04 10:59:00,387,308,79.58656330749353,4,car,average,0,10,17.31782945736434,14.72139092929496,14.253797741672445,,2,1.0,1,14.72,14.03
10502,Others-CCCPS119a,8,2016-10-04 10:59:00,2803,574,20.478059222261862,4,truck,average,0,10,11.96289689618266,13.090036525805404,13.090036525805404,,2,1.5,1,13.09,12.45
2630,BHMEURBRD01,2,2016-10-04 10:59:00,470,458,97.44680851063828,6,cycle,high,0,10,19.344680851063828,15.558638683565986,14.780706749387686,0.0,3,0.5,1,15.56,14.74
9190,Others-CCCPS105a,7,2016-10-04 10:59:00,2009,1364,67.89447486311599,5,bike,average,0,10,17.07615729218517,14.433874218556236,14.433874218556236,,2,0.7,1,14.43,13.96
17063,Shopping,13,2016-10-04 11:25:00,1920,1428,74.375,6,truck,average,0,11,19.215625000000003,14.919758989423984,14.919758989423984,,2,1.5,1,14.92,14.52
5255,BHMNCPHST01,4,2016-10-04 11:25:00,1200,765,63.74999999999999,5,car,average,0,11,17.271666666666665,14.402056853077704,14.402056853077704,,2,1.0,1,14.4,14.23
7,BHMBCCMKT01,0,2016-10-04 11:25:00,577,247,42.80762564991335,5,car,average,0,11,13.830155979202772,13.784684289377685,13.784684289377685,,2,1.0,1,13.78,13.58
14439,Others-CCCPS8,11,2016-10-04 11:25:00,1322,820,62.02723146747352,5,truck,average,0,11,17.585476550680788,14.492629762080432,14.492629762080432,,2,1.5,1,14.49,14.03
13127,Others-CCCPS202,10,2016-10-04 11:25:00,2937,1369,46.61218930881852,6,bike,average,0,11,15.61048689138577,13.932150180889206,13.932150180889206,,2,0.7,1,13.93,13.81
9191,Others-CCCPS105a,7,2016-10-04 11:25:00,2009,1424,70.88103534096565,6,bike,average,0,11,18.49377799900448,14.62373939583425,14.62373939583425,,2,0.7,1,14.62,14.33
2631,BHMEURBRD01,2,2016-10-04 11:25:00,470,464,98.72340425531917,5,car,average,0,11,20.0,15.283625540671943,14.519444263638343,0.0,2,1.0,1,15.28,15.12
15751,Others-CCCPS98,12,2016-10-04 11:25:00,3103,1241,39.99355462455688,9,truck,high,0,11,14.921044150821784,14.73198755347769,14.73198755347769,,3,1.5,1,14.73,13.79
11815,Others-CCCPS135a,9,2016-10-04 11:25:00,3883,3221,82.9513262941025,7,truck,average,0,11,19.932526397115637,15.220535972596156,15.220535972596156,,2,1.5,1,15.22,14.61
3943,BHMMBMMBX01,3,2016-10-04 11:25:00,687,604,87.91848617176127,5,bike,average,0,11,20.0,14.957967227363524,14.957967227363524,,2,0.7,1,14.96,14.85
10503,Others-CCCPS119a,8,2016-10-04 11:25:00,2803,588,20.97752408134142,5,truck,average,0,11,12.382447377809488,13.241819097126102,13.241819097126102,,2,1.5,1,13.24,12.82
1319,BHMBCCTHL01,1,2016-10-04 11:25:00,387,324,83.72093023255815,5,bike,average,0,11,18.992248062015506,14.853206466932544,14.359250171782517,,2,0.7,1,14.85,14.48
6567,BHMNCPNST01,5,2016-10-04 11:25:00,485,373,76.90721649484537,7,truck,high,0,11,20.0,15.42024978292712,15.42024978292712,,3,1.5,1,15.42,14.87
7879,Broad Street,6,2016-10-04 11:25:00,690,672,97.3913043478261,6,car,average,0,11,20.0,15.343263239870671,14.576100077877138,0.0,2,1.0,1,15.34,15.04
15752,Others-CCCPS98,12,2016-10-04 11:59:00,3103,1288,41.50821785368998,6,bike,average,0,11,15.751208507895583,13.775381813660188,13.775381813660188,,2,0.7,1,13.78,14.06
11816,Others-CCCPS135a,9,2016-10-04 11:59:00,3883,3248,83.6466649497811,7,bike,average,0,11,20.0,15.048757497853554,15.048757497853554,,2,0.7,1,15.05,14.83
8,BHMBCCMKT01,0,2016-10-04 11:59:00,577,259,44.88734835355286,5,cycle,average,0,11,14.72790294627383,13.6933925505199,13.6933925505199,,2,0.5,1,13.69,13.94
13128,Others-CCCPS202,10,2016-10-04 11:59:00,2937,1390,47.327204630575416,6,car,average,0,11,16.55703098399728,14.043817898237114,14.043817898237114,,2,1.0,1,14.04,14.15
10504,Others-CCCPS119a,8,2016-10-04 11:59:00,2803,605,21.58401712450945,5,car,average,0,11,12.814127720299677,13.093641778449356,13.093641778449356,,2,1.0,1,13.09,13.14
